ニュージーランド航空,ニュージーランド航空（ニュージーランドこうくう、英称：Air New Zealand）は、ニュージーランドのオークランド市を本拠地とする航空会社。オセアニア地域を中心にアジア、ヨーロッパ、北アメリカへの航空サービスを行うニュージーランドのフラッグ・キャリアである。
パスコ_(航空測量),株式会社パスコ（英称：PASCO CORPORATION）は、航空測量、空間情報事業を行う会社である。
バニラ・エア,バニラ・エア株式会社 (Vanilla Air Inc.) は、日本の格安航空会社 (LCC) 。2011年8月31日にエアアジア・ジャパン株式会社として設立後、2012年8月1日に就航したが2013年10月26日をもってすべての便を一時運航休止した。2013年11月1日に商号をバニラ・エア株式会社に変更したのち、12月20日に運航再開した。2014年に設立されたエアアジア・ジャパンとは全く別の法人である。
ファーストエアートランスポート,"ファーストエアートランスポート株式会社（英: First Air Transport Co., Ltd.）は、東京都江東区の東京ヘリポート内に本社を置くJR東海グループのヘリコプター運航会社である。ヘリコプターによる鉄道施設の点検や調査飛行、遊覧飛行を行っている。"
フェデックス,フェデックス・コーポレーション（FedEx Corporation）は、空路や地上で、重量貨物やドキュメントなどの物流サービスを提供する世界最大手の会社である。220の国と地域で取り扱いを行っている。
フジドリームエアラインズ,株式会社フジドリームエアラインズ（Fuji Dream Airlines、略称FDA）は、日本の地域航空会社。静岡空港（富士山静岡空港）を拠点に、2009年7月23日から運航を開始した。
ヘリサービス,株式会社ヘリサービス（へりさーびす）は、栃木県にある栃木ヘリポートに本社を置く航空事業を行う企業。
リンク_(航空会社),株式会社リンクは、日本の格安航空会社 (LCC)設立準備会社。主要都市と近距離の地方都市とを結ぶ「リージョナルLCC」を目指すとしていたが、資金調達の目処が立たず就航を断念した。（詳細は後述）
レキオス航空,レキオス航空株式会社（レキオスこうくう）とは、かつて存在した日本の航空会社。資金不足で航空機の調達が不可能となり、実際に定期旅客便の運航を行う前に倒産した。
国際航業,国際航業株式会社（こくさいこうぎょう）は、東京都千代田区に本社を置き、最先端の空間情報技術を活用し国土保全、防災・災害復興、行政支援など社会インフラの整備・構築や民間ビジネスの業務効率化を実現する空間情報コンサルティング事業を展開している企業である。長らく登記上の社名は國際航業株式会社(旧字体の「國」)であったが、2007年に現在のようにに変更した。
国際航業ホールディングス,"国際航業ホールディングス株式会社（こくさいこうぎょうホールディングス、英称: KOKUSAI KOGYO HOLDINGS Co.,Ltd.）は、かつて存在した、日本アジアグループ傘下の「技術サービス事業」を統括していた中間持株会社。日本アジアグループ株式会社を親会社とし、傘下には空間情報コンサルティング会社大手の国際航業株式会社を中心とする子会社54社（2012.4末）で構成されていた。2015年7月1日、子会社管理事業および空間情報セグメントに係る管理事業を国際航業株式会社に移管した上で、親会社の日本アジアグループ株式会社に吸収合併された。"
阪急航空,阪急航空株式会社（はんきゅうこうくう）は、ヘリコプター・軽飛行機を運航していた会社。2009年（平成21年）5月31日をもって廃業した。
四国航空,四国航空株式会社（しこくこうくう）は、ヘリコプターによる資材運送、電力関連、航空写真・映像、遊覧飛行等を行う会社である。
鹿児島国際航空,鹿児島国際航空株式会社（かごしまこくさいこうくう）は、ヘリコプターによる資材運送、チャーター、報道取材協力、遊覧飛行、防災ヘリの運航受託等を行う会社である。
春秋航空日本,春秋航空日本株式会社 （しゅんじゅうこうくうにほん）は、日本の格安航空会社である。略称は、Spring Japan（スプリング ジャパン）であり、公式サイトや機内アナウンスなどではこちらの略称が用いられる場合もある。
昭和航空,昭和航空株式会社（しょうわこうくう）は、大阪府八尾市にあった航空会社である。拠点空港は八尾空港。全日本航空事業連合会の会員であった。
新中央航空,新中央航空株式会社（しんちゅうおうこうくう、New Central Airservice、略称：NCA）は、日本のコミューター航空会社である。
新日本ヘリコプター,"新日本ヘリコプター株式会社（しんにほんヘリコプター、英: Shin Nihon Helicopter Co., Ltd.）は、東京都江東区に本社を置く企業。東京電力グループと中部電力グループに属する。東京ヘリポートと名古屋飛行場に拠点を持ち、送電線の巡視や資材輸送、航空機使用事業を行っている。"
新日本航空,"新日本航空（しんにほんこうくう、英語 : New Japan Aviation Co.,LTD.）は、鹿児島県の鹿児島空港および新潟県の新潟空港を拠点として、定期航空路線事業、不定期航空路線事業、遊覧飛行、訓練飛行、航空写真撮影、航空宣伝、航空機格納・整備などの事業を行っている会社である。なお、日本航空 (JAL) とは一切関係がない。"
西日本空輸,"西日本空輸株式会社（にしにっぽんくうゆ、英称：Nishi Nippon AirLine CO.,LTD.）は、九州地方を中心にヘリコプターを運航し、資材や旅客の輸送、空中架線、送電線の巡視、医療搬送、報道取材の受諾などを行っている会社である。1953年（昭和28年）に設立された。九州電力のグループ企業の一つでもある。ICAOの航空会社コードはNSK。"
静岡エアコミュータ,静岡エアコミュータ株式会社（しずおかエアコミュータ）は、静岡県に拠点を置きヘリコプター運航事業を行う会社。
全日本空輸,"全日本空輸株式会社（ぜんにっぽんくうゆ、英称：All Nippon Airways Co., Ltd.）は、日本の航空会社である。ANAホールディングス株式会社の子会社である。通称は全日空（ぜんにっくう）、略称はANA（エーエヌエー）。2015年8月現在、羽田空港における発着枠のシェアは約6割である。イギリス・スカイトラックス社による航空会社の格付けで、韓国のアシアナ航空や香港のキャセイパシフィック航空と並ぶ実質最高評価の「ザ・ワールド・ファイブ・スター・エアラインズ（The World's 5-Star Airlines）」の認定を得ている。コーポレートスローガン（タグライン）は「Inspiration of JAPAN」である。"
第一航空,"第一航空株式会社（だいいちこうくう、First Flying Co.,LTD. ）は、大阪府八尾市の八尾空港を本拠地として、小型航空機やヘリコプターを運航し、不定期航空路線事業や遊覧飛行、操縦訓練、航空写真撮影、広告宣伝などの事業を行っている会社である。略称として英語社名の「First Flying Co.,LTD.」に由来するFFCを使用しているが、ICAOの航空会社コードは「Daiichi Air K.K.」に由来するDAKである。"
中国国際航空,中国国際航空（ちゅうごくこくさいこうくう、中国語: 中国国航空股有限公司、英語: Air China）は、中華人民共和国の航空会社でナショナル・フラッグ・キャリア。中国語での略称は国航（グゥオハン）。
中国南方航空,中国南方航空（ちゅうごくなんぽうこうくう、SEHK: 1055、SSE: 600029、NYSE: ZNH）は、中国の航空会社。中国では略して南航と呼ばれる。中国の航空会社としての規模は、最大規模を誇る。
中日本航空,"中日本航空株式会社（なかにほんこうくう、英称:Nakanihon Air Service Co.,Ltd.）は、愛知県西春日井郡豊山町に本社を置く日本の航空会社。本社を置いている県営名古屋空港を拠点に自社保有の飛行機・ヘリコプターを日本全国で運航しており、航空事業・調査測量事業および物販事業を手掛ける。名鉄グループ傘下。"
朝日航空,"朝日航空株式会社（あさひこうくう、Asahi Airlines Co., Ltd.）は、大阪府八尾市に本拠地を置く航空会社である。小型飛行機により操縦訓練、チャーター飛行、航空写真撮影、遊覧飛行、広告宣伝などの事業を行っている。朝日航洋株式会社の子会社。"
朝日航洋,朝日航洋株式会社（あさひこうよう）は、東京都江東区に本社を置く大手の航空事業・測量事業を行う企業。
天草エアライン,天草エアライン（あまくさエアライン）は熊本県を拠点とする第三セクターのコミューター航空会社。航空会社コードはAHXであるが、公式の略称としてAMXが用いられている。
東京航空,東京航空株式会社（とうきょうこうくう）は、軽飛行機による航空写真・映像撮影、遊覧飛行、貸切飛行、訓練飛行等を行う会社である。
東邦航空,東邦航空株式会社（とうほうこうくう）は、日本で唯一のヘリコミューター輸送を行っている航空会社である。
東北エアサービス,東北エアサービス株式会社（とうほくエアサービス）は、送電線の巡視や鉄塔建設支援を主に行う航空会社である。
日本アジア航空,"日本アジア航空株式会社（にほんアジアこうくう、英称:Japan Asia Airways Co., Ltd.、略称:JAA）とは、かつて存在した日本の航空会社である。"
日本エアコミューター,"日本エアコミューター株式会社（にほんエアコミューター、英称：Japan Air Commuter Co.,Ltd.、略称:JAC）は、日本航空（JAL）グループの航空会社である。ターボプロップ機（プロペラ機）を運航している。"
日本エアシステム,"株式会社日本エアシステム（にほんエアシステム、英語: JAPAN AIR SYSTEM CO.,LTD; JAS）とは、1971年から2004年まで存在した日本の航空会社である。日本航空 (JAL) 、全日本空輸（全日空、ANA）とともにかつての日本の三大航空の一翼を担っていた。1988年までの社名は東亜国内航空（とうあこくないこうくう、Toa Domestic Airlines：TDA）。航空会社コードはJAS/JD、コールサインはエアシステム (Air System) 。なお、東亜国内航空時代の航空会社コードはTDA/JD、コールサインはトーアドメス (Toa Domes) だった。2004年4月1日に株式会社日本航空ジャパン（にほんこうくうジャパン）に商号変更し、日本航空ブランドの国内航路会社に転換され、事実上消滅した。そして日本航空ジャパンは2006年10月1日に、株式会社日本航空インターナショナル（現商号は日本航空株式会社）に吸収合併され、名実ともに消滅した。なお、旧日本国内航空の英語名に由来する2レター航空会社コード「JD」は、中華人民共和国の新興航空会社北京首都航空に転用されている。"
日本トランスオーシャン航空,"日本トランスオーシャン航空株式会社（にほんトランスオーシャンこうくう、Japan Transocean Air Co.,Ltd.）は、日本の航空会社である。"
日本ユニバーサル航空,"日本ユニバーサル航空株式会社（にほんユニバーサルこうくう）は、かつて存在した日本航空 (JAL) グループの国内貨物航空会社である。英文名称はJapan Universal System Transport Co., Ltd.で、略称はJUST。航空会社コードは、IATA2レターコードがYU、ICAO3レターコードがJSTだった。現在は清算されている。"
日本貨物航空,"日本貨物航空株式会社（にっぽんかもつこうくう、英: Nippon Cargo Airlines Co., Ltd.、略称 : NCA）は、総合物流企業である日本郵船グループの空運部門を担当する、国際線貨物専門航空会社である。機材はノーズカーゴドアを持つ大型貨物専用機ボーイング747-400Fとボーイング747-8F （ジャンボフレイター）に統一されている。一般航空貨物を輸送する貨物専門航空会社としては世界有数の運航規模を誇る。"
日本航空,"日本航空株式会社（にほんこうくう、英称：Japan Airlines Co., Ltd.、略称：JAL）は、日本の航空会社である。日本航空株式会社法が1953年に施行されてから1987年に廃止されるまで、日本のフラッグ・キャリアであったとされている。初代会長：藤山愛一郎（後の外務大臣）。コーポレートスローガンは、「明日の空へ、日本の翼」である。"
日本航空_(持株会社),株式会社日本航空（にほんこうくう、会社定款の英語訳等では「にっぽんこうくう」、英称:Japan Airlines）は、かつて東京都品川区に所在した定期航空運送事業を中心とする企業グループの経営の統括を目的に設立された日本の持株会社である。
日本飛行船,株式会社日本飛行船（にっぽんひこうせん、英称 Nippon Airship Corporation: NAC）は、埼玉県桶川（埼玉県比企郡川島町大字出丸下郷53-1）の本田エアポートを運航基地とし自社保有の飛行船を運航して広告宣伝・航空撮影・地質調査・測量・遊覧飛行などの事業を行っていた会社である。そのような事業を日本で行う唯一の会社であったが、2010年5月をもって事業を停止した。従業員数は40名。
北海道エアシステム,"株式会社北海道エアシステム（ほっかいどうエアシステム、Hokkaido Air System Co., Ltd.）は、北海道のコミューター航空会社で日本航空（JAL）グループの航空会社である。"
北海道航空,北海道航空（ほっかいどうこうくう Hokkaido Aviation Co.Ltd.）は、北海道札幌市東区に本社をもつ航空会社である。ヘリコプターやセスナによる観光遊覧飛行のほかに、道内各民放局の報道用ヘリコプターの運行や救急搬送なども行っている。
本田航空,本田航空（ほんだこうくう）とは埼玉県比企郡川島町に本社を置き、隣接する桶川市の荒川の河川敷に所有する民間空港“ホンダエアポート”を主な拠点とする本田技研工業のグループ企業。一般向けにセスナ等の軽飛行機やヘリコプターを用いての遊覧飛行やスカイダイビング、VIP輸送などの各種チャーターフライト、各種飛行訓練から自治体所属の防災ヘリコプターの運行受託業務などを行っている。1964年に本田宗一郎によって設立された。
満州航空,満州航空株式会社（まんしゅうこうくう、Manchukuo National Airways）は、1931年9月26日に満州国で創設された航空会社である。略称は満航（まんこう）。
雄飛航空,雄飛航空株式会社（ゆうひこうくう）は、埼玉県桶川市に本社を置くヘリコプターを使用した運送等を行う会社である。チャーターフライトによる旅客・物資輸送、航空写真撮影、遊覧飛行、回転翼機自家用操縦士・事業用操縦士免許の養成所運営等を行っている。代表者の藤間七郎は1980年代にホンダ創業者の本田宗一郎の乗る社用機のパイロットを務めたという。
琉球エアーコミューター,"琉球エアーコミューター株式会社（りゅうきゅうエアーコミューター、英称:RYUKYU AIR COMMUTER CO.,LTD.、略称:RAC）は、那覇空港をベースに沖縄の離島路線を運航している航空会社であり、日本航空（JAL）グループの構成企業である。"
